#{"t_start": 1775187436.8245802, "env_id": "OpenTheChests-v2"}
r,l,t
-30.0,521,1306.029256
-33.0,517,1309.704396
-30.0,513,1310.266015
-30.0,514,1310.828017
-30.0,516,1311.390597
-33.0,525,1315.098722
-30.0,513,1315.660689
-36.0,518,1316.227898
-32.0,515,1316.791179
-32.0,514,1320.527503
-30.0,518,1321.094758
-34.0,514,1321.657234
-38.0,515,1322.221451
-36.0,518,1325.78812
-31.0,515,1326.35211
-31.0,512,1326.914067
-30.0,517,1327.479582
-34.0,520,1331.009955
-31.0,518,1331.576015
-30.0,516,1332.140253
-30.0,516,1332.70365
-32.0,521,1336.33381
-30.0,515,1336.898728
-30.0,526,1337.474754
-30.0,515,1338.037329
-30.0,517,1341.692806
-31.0,516,1342.257303
-30.0,514,1342.819518
-30.0,516,1343.384431
-30.0,515,1346.952955
-30.0,515,1347.516091
-30.0,513,1348.07821
-30.0,516,1348.643604
-30.0,513,1352.189437
-33.0,515,1352.763978
-30.0,518,1353.330421
-30.0,514,1353.896651
-32.0,522,1357.579516
-30.0,514,1358.142425
-33.0,516,1358.707985
-30.0,515,1362.1215
-30.0,514,1362.684545
-30.0,514,1363.248025
-30.0,516,1363.813198
-30.0,516,1367.403298
-34.0,520,1367.972553
-36.0,516,1368.536553
-31.0,516,1369.10184
-31.0,513,1372.627825
-43.0,514,1373.19011
-45.0,518,1373.756696
-39.0,528,1374.334547
-38.0,515,1377.982684
-33.0,213,1378.217746
-54.0,532,1378.801218
-52.0,514,1379.365388
-58.0,527,1379.943794
-65.0,522,1384.018672
-54.0,525,1384.595234
-44.0,542,1385.19026
-45.0,537,1385.778682
-51.0,516,1389.442732
-44.0,516,1390.005981
-42.0,537,1390.591825
-44.0,532,1391.172946
-39.0,515,1394.808162
-30.0,534,1395.391083
-32.0,514,1395.950871
-33.0,514,1396.511712
-33.0,513,1400.108656
-30.0,514,1400.67199
-30.0,513,1401.23347
-30.0,520,1401.803082
-30.0,513,1405.394225
-30.0,521,1405.966125
-30.0,516,1406.532482
-30.0,518,1407.100261
-30.0,516,1410.782555
-30.0,513,1411.342798
-30.0,521,1411.912397
-32.0,514,1415.217337
-30.0,513,1415.779968
-30.0,514,1416.345368
-31.0,518,1416.911071
-31.0,516,1420.584889
-32.0,519,1421.166685
-31.0,517,1421.733632
-30.0,517,1422.300731
-30.0,515,1425.843502
-32.0,515,1426.407688
-32.0,514,1426.971611
-32.0,516,1427.53741
-30.0,513,1431.185573
-40.0,522,1431.757854
-42.0,519,1432.326407
-38.0,514,1432.888926
-44.0,514,1436.431957
-42.0,515,1436.995554
-39.0,516,1437.55937
-43.0,514,1438.122036
-41.0,516,1441.706052
-38.0,515,1442.269563
-41.0,515,1442.832735
-10.0,52,1442.891309
-42.0,515,1443.454758
-44.0,517,1447.37776
-31.0,512,1447.937048
-38.0,521,1448.505991
-35.0,514,1449.066471
-37.0,521,1452.851483
-32.0,524,1453.425822
-30.0,515,1453.989866
-33.0,517,1454.556108
-31.0,514,1458.169878
-30.0,515,1458.732043
-32.0,517,1459.298669
-30.0,512,1459.859197
-30.0,517,1463.480361
-30.0,514,1464.044153
-33.0,513,1464.605747
-30.0,513,1465.167415
-30.0,521,1468.966659
-30.0,516,1469.530278
-30.0,513,1470.088897
-33.0,523,1470.661138
-33.0,516,1474.256955
-30.0,515,1474.819619
-32.0,514,1475.382594
-30.0,514,1475.945268
-30.0,515,1479.679354
-30.0,513,1480.240601
-30.0,513,1480.800693
-32.0,519,1481.368905
-30.0,514,1485.00023
-30.0,514,1485.563232
-30.0,515,1486.127362
-32.0,516,1486.692941
-32.0,520,1490.321235
-31.0,520,1490.891134
-30.0,515,1491.454489
-30.0,519,1492.022613
-30.0,517,1495.729938
-30.0,514,1496.292805
-30.0,517,1496.858781
-30.0,515,1497.421851
-32.0,519,1501.064758
-32.0,514,1501.627817
-33.0,517,1502.193847
-30.0,515,1502.75687
-37.0,516,1506.45272
-30.0,516,1507.018037
-30.0,515,1507.581473
-30.0,515,1508.145782
-30.0,515,1511.681144
-30.0,514,1512.244501
-30.0,517,1512.810246
-30.0,516,1513.3752
-30.0,513,1517.096243
-31.0,528,1517.675163
-30.0,515,1518.239046
-30.0,514,1518.802368
-30.0,518,1522.510984
-33.0,516,1523.075363
-34.0,515,1523.637824
-33.0,517,1524.202674
-32.0,515,1528.056971
-30.0,532,1528.640639
-30.0,516,1529.204638
-30.0,518,1529.771806
-32.0,518,1533.508091
-30.0,517,1534.097294
-32.0,519,1534.665899
-30.0,517,1535.231841
-30.0,519,1538.879241
-30.0,520,1539.448885
-30.0,515,1540.022505
-30.0,514,1540.586868
-30.0,514,1544.224089
-32.0,515,1544.78728
-34.0,518,1545.353314
-33.0,514,1545.915397
-30.0,512,1549.537654
-30.0,513,1550.099272
-30.0,517,1550.666207
-32.0,541,1554.149168
-43.0,518,1554.716281
-43.0,515,1555.280258
-42.0,516,1555.84491
-14.0,303,1556.177263
-13.0,168,1556.362277
-35.0,514,1560.272773
-33.0,514,1560.835506
-36.0,513,1561.39695
-33.0,516,1561.962012
-31.0,520,1565.573877
-31.0,513,1566.136113
-30.0,516,1566.701776
-33.0,514,1570.023386
-35.0,515,1570.587747
-33.0,515,1571.153152
-37.0,514,1571.716071
-33.0,515,1575.345361
-31.0,518,1575.911921
-33.0,515,1576.475795
-30.0,512,1577.036222
-33.0,516,1580.592623
-30.0,516,1581.1579
-35.0,514,1581.721266
-30.0,512,1582.282373
-37.0,515,1585.902409
-70.0,516,1586.467501
-66.0,514,1587.031273
-65.0,521,1587.601162
-54.0,513,1591.32987
-31.0,516,1591.894751
-30.0,529,1592.47504
-33.0,516,1593.039292
-33.0,515,1596.682838
-31.0,516,1597.249321
-31.0,537,1597.837359
-30.0,520,1598.406963
-30.0,516,1602.086394
-30.0,517,1602.655912
-30.0,517,1603.221497
-30.0,519,1603.791102
-30.0,513,1607.518706
-30.0,519,1608.086675
-31.0,518,1608.653947
-31.0,514,1609.216623
-30.0,514,1612.928371
-49.0,517,1613.493321
-41.0,517,1614.059051
-53.0,536,1614.64686
-54.0,539,1618.418457
-70.0,525,1618.994447
-38.0,516,1619.559943
-55.0,544,1620.156393
-55.0,523,1623.861678
-39.0,517,1624.42729
-46.0,536,1625.013613
-38.0,516,1625.578473
-38.0,515,1629.252325
-44.0,515,1629.816947
-42.0,514,1630.380184
-42.0,522,1630.952371
-53.0,520,1634.539685
-50.0,514,1635.10269
-49.0,519,1635.672081
-44.0,517,1636.239357
-41.0,515,1639.92449
-41.0,515,1640.488978
-44.0,513,1641.051274
-36.0,514,1641.614315
-39.0,516,1645.38645
-41.0,513,1645.948663
-35.0,518,1646.515705
-38.0,517,1647.081281
-38.0,517,1650.736987
-32.0,513,1651.299565
-33.0,515,1651.863435
-34.0,519,1652.432663
-33.0,513,1656.015496
-33.0,525,1656.59198
-29.0,519,1657.161188
-33.0,518,1657.740034
-31.0,513,1661.568472
-30.0,514,1662.132135
-31.0,516,1662.697603
-30.0,518,1663.264956
-33.0,514,1666.866165
-31.0,515,1667.430323
-29.0,518,1667.996387
-34.0,516,1668.561782
-31.0,513,1672.128992
-33.0,527,1672.707511
-29.0,513,1673.269326
-30.0,517,1673.836035
-29.0,516,1677.452053
-29.0,516,1678.017463
-30.0,514,1678.580238
-31.0,536,1679.168553
-30.0,513,1682.768799
-32.0,514,1683.33196
-30.0,516,1683.896104
-29.0,514,1687.34048
-29.0,513,1687.901918
-30.0,513,1688.46472
-30.0,515,1689.029862
-31.0,516,1692.727333
-30.0,514,1693.291264
-29.0,517,1693.858346
-31.0,532,1694.442417
-31.0,525,1698.081333
-34.0,513,1698.642936
-34.0,512,1699.205097
-34.0,513,1699.768214
-37.0,514,1703.333302
-30.0,514,1703.895983
-30.0,513,1704.458204
-34.0,514,1705.021422
-32.0,513,1708.724064
-30.0,514,1709.286464
-33.0,515,1709.849695
-29.0,516,1710.415086
-33.0,518,1714.147975
-37.0,516,1714.713146
-34.0,513,1715.274602
-29.0,515,1715.838569
-33.0,515,1719.57423
-14.0,257,1719.856985
-30.0,514,1720.420856
-30.0,513,1720.984148
-32.0,515,1721.549362
-31.0,516,1725.537346
-34.0,515,1726.10679
-34.0,515,1726.670177
-31.0,514,1727.235122
-30.0,523,1730.975714
-35.0,514,1731.568959
-34.0,519,1732.167143
-34.0,515,1732.733647
-30.0,513,1736.457389
-30.0,516,1737.021203
-35.0,517,1737.586487
-33.0,515,1738.148723
-34.0,517,1741.956959
-30.0,514,1742.521009
-29.0,516,1743.087517
-31.0,519,1743.657066
-34.0,518,1747.354461
-30.0,512,1747.915442
-30.0,512,1748.475655
-30.0,515,1749.038582
-32.0,516,1752.754016
-31.0,513,1753.312017
-33.0,513,1753.872775
-34.0,518,1754.438272
-31.0,518,1758.228564
-29.0,513,1758.79012
-34.0,515,1759.355719
-31.0,519,1759.925941
-32.0,517,1763.615823
-29.0,513,1764.176357
-29.0,514,1764.740397
-31.0,515,1765.304729
-30.0,515,1769.154987
-29.0,519,1769.725574
-29.0,515,1770.291398
-30.0,517,1770.859307
-29.0,513,1774.537483
-32.0,527,1775.113708
-31.0,520,1775.682271
-31.0,532,1779.103314
-31.0,525,1779.680292
-30.0,516,1780.246908
-30.0,519,1780.816967
-31.0,541,1784.516896
-30.0,536,1785.104862
-30.0,532,1785.694146
-32.0,520,1786.273409
-29.0,538,1790.429837
-31.0,525,1791.007245
-30.0,533,1791.592417
-30.0,531,1792.175462
-30.0,525,1796.044746
-30.0,519,1796.616299
-32.0,539,1797.209112
-32.0,529,1797.791483
-30.0,531,1801.710112
-31.0,528,1802.289822
-31.0,530,1802.871656
-29.0,521,1803.443701
-30.0,525,1807.317473
-31.0,536,1807.906212
-30.0,527,1808.484451
-30.0,535,1809.071164
-30.0,533,1812.991371
-35.0,517,1813.558682
-32.0,532,1814.142769
-32.0,523,1814.716629
-31.0,513,1818.541511
-36.0,529,1819.122764
-34.0,537,1819.713089
-33.0,518,1820.282323
-29.0,521,1824.1243
-33.0,527,1824.704333
-32.0,531,1825.287732
-33.0,510,1828.816643
-31.0,519,1829.387078
-31.0,512,1829.9477
-31.0,516,1830.512485
-31.0,530,1834.35118
-34.0,524,1834.926163
-38.0,521,1835.497787
-32.0,527,1836.077364
-35.0,510,1839.939576
-39.0,527,1840.51916
-41.0,529,1841.100626
-36.0,551,1841.705653
-33.0,520,1845.580605
-33.0,529,1846.181323
-34.0,519,1846.764749
-33.0,529,1847.345319
-30.0,541,1851.254362
-36.0,515,1851.818799
-33.0,542,1852.413772
-33.0,514,1852.97684
-34.0,538,1856.879128
-31.0,514,1857.443164
-29.0,519,1858.011772
-30.0,515,1858.575314
-30.0,516,1862.355762
-32.0,513,1862.917219
-33.0,515,1863.482038
-34.0,517,1864.048926
-33.0,520,1867.867468
-34.0,518,1868.435764
-35.0,514,1868.998786
-40.0,517,1869.567566
-39.0,515,1873.268302
-39.0,536,1873.857399
-34.0,515,1874.423647
-31.0,515,1874.990223
-36.0,533,1878.831035
-32.0,515,1879.395854
-36.0,514,1879.959266
-31.0,517,1880.526886
-33.0,514,1884.349933
-35.0,513,1884.913795
-32.0,514,1885.478204
-32.0,515,1886.043823
-30.0,514,1889.872687
-34.0,516,1890.439463
-31.0,515,1891.003686
-30.0,513,1891.566076
-31.0,516,1895.462353
-30.0,515,1896.027823
-30.0,517,1896.595615
-30.0,538,1897.186386
-29.0,516,1901.016254
-30.0,515,1901.582354
-31.0,515,1902.147858
-30.0,516,1902.714853
-36.0,521,1906.56942
-32.0,513,1907.134405
-33.0,515,1907.700212
-30.0,520,1908.271654
-31.0,515,1912.09817
-31.0,515,1912.660604
-31.0,517,1913.227465
-31.0,516,1916.839658
-31.0,517,1917.408946
-32.0,518,1918.011607
-33.0,516,1918.578372
-30.0,515,1922.329158
-33.0,518,1922.896466
-31.0,515,1923.460581
-32.0,516,1924.025414
-32.0,517,1927.932555
-31.0,515,1928.49816
-30.0,537,1929.089671
-30.0,518,1929.658401
-32.0,516,1933.53039
-33.0,546,1934.130691
-31.0,516,1934.696511
-34.0,514,1935.261831
-31.0,518,1939.132122
-32.0,521,1939.704169
-29.0,519,1940.27326
-33.0,537,1940.862457
-31.0,521,1944.768768
-30.0,514,1945.332453
-32.0,520,1945.902975
-29.0,518,1946.470327
-29.0,515,1950.264811
-30.0,520,1950.835536
-30.0,514,1951.398608
-34.0,516,1951.963783
-31.0,515,1955.784777
-29.0,513,1956.347655
-31.0,516,1956.914129
-29.0,514,1957.478271
-30.0,516,1961.281158
-32.0,518,1961.849605
-29.0,515,1962.41533
-30.0,518,1962.984736
-31.0,517,1966.916413
-31.0,521,1967.488903
-31.0,514,1968.05342
-29.0,519,1968.621572
-30.0,515,1972.561451
-30.0,516,1973.127553
-30.0,512,1973.689011
-29.0,514,1974.263386
-30.0,514,1978.01683
-30.0,514,1978.603546
-30.0,520,1979.174552
-30.0,519,1979.744486
-29.0,513,1983.587016
-31.0,517,1984.153507
-29.0,522,1984.726332
-29.0,516,1985.2928
-33.0,516,1989.190349
-38.0,518,1989.759604
-33.0,522,1990.331468
-33.0,535,1990.918813
-24.0,453,1994.804599
-29.0,515,1995.368259
-29.0,516,1995.931723
-31.0,515,1996.493548
-30.0,515,2000.429657
-31.0,516,2000.995201
-30.0,517,2001.560674
-29.0,516,2002.124804
-29.0,515,2005.973077
-29.0,516,2006.539598
-33.0,535,2007.127731
-32.0,516,2007.694016
-30.0,514,2011.58004
-29.0,516,2012.146743
-29.0,516,2012.712419
-29.0,514,2013.276305
-32.0,520,2017.050863
-32.0,517,2017.615915
-29.0,517,2018.182634
-31.0,518,2018.752572
-32.0,521,2022.590381
-29.0,515,2023.154559
-35.0,525,2023.730469
-29.0,512,2024.289409
-30.0,516,2028.166658
-29.0,516,2028.733174
-31.0,514,2029.297582
-29.0,512,2029.859605
-30.0,515,2033.873003
-29.0,515,2034.45082
-31.0,515,2035.017267
-30.0,514,2035.587117
-34.0,370,2039.368185
-9.0,149,2039.533734
-77.0,517,2040.100554
-80.0,519,2040.67
-63.0,515,2041.23456
-34.0,517,2045.460413
-42.0,516,2046.031654
-38.0,514,2046.595886
-37.0,434,2047.073079
-34.0,517,2050.909656
-30.0,521,2051.499008
-30.0,517,2052.066794
-30.0,515,2052.632793
-32.0,518,2056.481757
-30.0,517,2057.04907
-30.0,515,2057.613465
-30.0,517,2058.180845
-30.0,517,2062.039647
-30.0,512,2062.601938
-30.0,516,2063.168942
-30.0,516,2063.735205
-81.0,437,2067.688823
-91.0,518,2068.255745
-91.0,520,2068.825603
-81.0,485,2069.355752
-17.0,167,2072.95848
-55.0,520,2073.528014
-64.0,525,2074.104283
-26.0,229,2074.356829
-70.0,517,2074.924346
-25.0,197,2075.141355
-20.0,179,2079.276964
-12.0,137,2079.428386
-7.0,135,2079.577385
-23.0,185,2079.78105
-24.0,231,2080.035265
-6.0,125,2080.173247
-16.0,148,2080.336272
-14.0,167,2080.520329
-18.0,178,2080.716457
-37.0,288,2081.033064
-9.0,130,2081.176687
-53.0,518,2087.350704
-18.0,230,2087.603804
-34.0,344,2087.981
-19.0,233,2088.237039
-15.0,179,2088.434547
-2.0,99,2088.544093
-57.0,519,2089.112376
-8.0,132,2093.605502
-3.0,100,2093.715887
-4.0,121,2093.859175
-23.0,247,2094.155604
-32.0,522,2094.765732
-33.0,519,2095.334542
-30.0,520,2095.915177
-42.0,277,2100.185179
-7.0,118,2100.315428
-6.0,153,2100.483933
-33.0,195,2100.698409
-9.0,136,2100.848214
-62.0,425,2101.313858
-10.0,133,2101.460615
-79.0,459,2101.964071
-9.0,171,2107.126666
-26.0,214,2107.362188
-50.0,307,2107.699069
-9.0,134,2107.847219
-14.0,178,2108.043136
-57.0,437,2108.522517
-63.0,386,2108.94603
-5.0,100,2109.056773
-12.0,151,2109.223297
-30.0,277,2114.711234
-9.0,164,2114.892066
-6.0,131,2115.036825
-13.0,153,2115.20581
-26.0,295,2115.530055
-38.0,295,2115.854584
-16.0,162,2116.033284
-17.0,164,2116.214077
-23.0,231,2116.468452
-14.0,181,2116.667986
-13.0,152,2122.210651
-6.0,119,2122.342212
-10.0,147,2122.504257
-6.0,113,2122.629207
-17.0,199,2122.847497
-17.0,163,2123.027096
-4.0,118,2123.157171
-11.0,169,2123.342908
-50.0,385,2123.763999
-4.0,117,2123.892511
-37.0,345,2124.268497
-47.0,279,2130.290285
-37.0,241,2130.554964
-7.0,134,2130.702125
-31.0,228,2130.951735
-20.0,197,2131.167791
-32.0,276,2131.47117
-32.0,299,2131.799711
-21.0,195,2132.014441
-34.0,230,2132.267299
-44.0,247,2137.627138
-31.0,213,2137.861477
-4.0,118,2137.991702
-26.0,161,2138.169213
-12.0,119,2138.300683
-6.0,106,2138.417926
-5.0,97,2138.525398
-20.0,152,2138.693219
-2.0,89,2138.791963
-8.0,114,2138.918087
-41.0,227,2139.167912
-47.0,277,2139.472603
-39.0,229,2139.724784
-7.0,115,2146.323454
-3.0,100,2146.434121
-8.0,117,2146.56351
-26.0,178,2146.759783
-36.0,213,2146.994426
-27.0,195,2147.209285
-1.0,70,2147.287086
-3.0,102,2147.399871
-15.0,153,2147.568816
-12.0,120,2147.701259
-2.0,84,2147.794432
-23.0,204,2148.018959
-2.0,82,2148.109902
-5.0,100,2148.22056
-15.0,133,2148.367371
-4.0,81,2148.457235
-5.0,97,2156.088961
-9.0,119,2156.221705
-12.0,147,2156.385012
-2.0,87,2156.482367
-3.0,83,2156.575256
-3.0,117,2156.70567
-5.0,98,2156.815109
-5.0,98,2156.924313
-20.0,183,2157.129403
-26.0,215,2157.365905
-17.0,168,2157.551253
-7.0,137,2157.702335
-12.0,148,2157.865377
-55.0,520,2164.97658
-5.0,84,2165.070522
-5.0,117,2165.199727
0.0,66,2165.273325
-2.0,86,2165.368728
-44.0,518,2165.962913
-1.0,83,2166.055706
-14.0,135,2166.204832
-5.0,104,2166.319859
-1.0,67,2166.394238
-41.0,514,2166.957379
-27.0,212,2173.024223
-54.0,306,2173.360806
-16.0,148,2173.524184
-24.0,162,2173.702489
0.0,69,2173.779403
-5.0,100,2173.890252
-6.0,98,2173.99877
-6.0,117,2174.128078
-26.0,187,2174.334299
0.0,67,2174.408889
-10.0,129,2174.551311
0.0,69,2174.628023
-3.0,83,2174.719865
-12.0,130,2174.863495
-15.0,150,2175.029207
-5.0,84,2175.122363
-4.0,86,2182.816945
0.0,71,2182.895914
-53.0,516,2183.462252
-3.0,81,2183.55272
-21.0,211,2183.784447
-7.0,100,2183.895169
-3.0,66,2183.96864
0.0,65,2184.041076
-46.0,502,2184.590776
-21.0,211,2184.822969
0.0,66,2184.89661
-11.0,114,2185.02222
-36.0,388,2191.293752
-17.0,165,2191.475497
-11.0,116,2191.603776
-6.0,101,2191.7155
-53.0,516,2192.280132
-1.0,69,2192.357305
-6.0,100,2192.467384
-22.0,226,2192.715132
-17.0,182,2192.914768
-3.0,66,2192.988019
-55.0,516,2198.985937
-25.0,230,2199.239412
-24.0,275,2199.541092
-14.0,131,2199.68572
-8.0,115,2199.812526
-61.0,517,2200.378376
-76.0,513,2205.126985
-86.0,515,2205.691687
-44.0,307,2206.02935
-12.0,151,2206.195813
-52.0,346,2206.575162
-17.0,196,2206.790743
-24.0,168,2206.975687
-45.0,392,2211.773548
-4.0,85,2211.867775
-58.0,506,2212.422429
-63.0,515,2212.985337
-61.0,514,2213.546388
-40.0,515,2217.906574
-9.0,166,2218.090238
-31.0,344,2218.468039
-13.0,212,2218.701254
-57.0,516,2219.267954
-51.0,515,2219.844728
-2.0,100,2223.958847
-42.0,513,2224.521183
-4.0,85,2224.615941
-51.0,512,2225.177205
0.0,68,2225.253422
-40.0,516,2225.81922
-43.0,516,2230.404331
-42.0,513,2230.96555
-43.0,517,2231.531099
-35.0,514,2232.09499
-4.0,117,2232.22525
-41.0,518,2236.477308
-39.0,521,2237.049735
-37.0,518,2237.618898
-42.0,517,2238.185552
-32.0,513,2241.950429
-30.0,520,2242.520001
-30.0,526,2243.096449
-34.0,514,2243.660326
-21.0,205,2247.218508
-42.0,210,2247.449256
-67.0,290,2247.767202
-60.0,290,2248.085363
0.0,68,2248.160873
-2.0,83,2248.252603
-36.0,232,2248.507073
-91.0,343,2248.882702
-29.0,166,2249.065258
-78.0,310,2254.516135
-2.0,84,2254.609173
-37.0,245,2254.878049
-23.0,212,2255.11071
-59.0,290,2255.42872
-36.0,259,2255.712981
-42.0,213,2255.947312
-6.0,116,2256.075325
-20.0,130,2256.218628
-2.0,83,2256.310616
-68.0,513,2262.393716
-18.0,162,2262.57304
-70.0,517,2263.140044
-26.0,198,2263.358719
-9.0,148,2263.52215
-41.0,327,2263.881313
-41.0,329,2264.242758
-22.0,168,2264.427902
-20.0,164,2269.34183
-17.0,194,2269.555683
-6.0,100,2269.666849
-2.0,67,2269.741407
-16.0,211,2269.973778
-8.0,183,2270.175689
-9.0,135,2270.324814
-26.0,341,2270.699863
-24.0,197,2270.91686
-12.0,147,2271.079364
-11.0,146,2271.240773
-17.0,201,2271.462308
-37.0,540,2278.145942
-17.0,260,2278.431396
-11.0,131,2278.575788
-25.0,258,2278.85925
-28.0,358,2279.251276
-14.0,195,2279.465385
-31.0,324,2279.820945
-36.0,540,2284.737936
-31.0,527,2285.316878
-28.0,308,2285.655913
-13.0,246,2285.926736
-24.0,288,2286.242933
-103.0,529,2290.535697
-19.0,147,2290.698584
-21.0,133,2290.845359
-2.0,116,2290.973848
-15.0,180,2291.171869
-33.0,179,2291.368585
-28.0,181,2291.567117
-53.0,337,2291.936334
-17.0,147,2292.099744
-38.0,211,2292.3323
-64.0,306,2298.027041
-31.0,246,2298.297846
-127.0,518,2298.866401
-142.0,500,2299.41626
-54.0,277,2299.721064
-89.0,417,2303.846236
-83.0,514,2304.41044
-102.0,516,2304.978833
-94.0,515,2305.544732
-46.0,499,2309.413005
-14.0,226,2309.661117
-37.0,516,2310.225872
1.0,53,2310.285642
-39.0,515,2310.849286
-41.0,516,2311.414413
-31.0,514,2315.87145
-30.0,513,2316.434123
-30.0,515,2316.99829
-30.0,514,2317.560486
-30.0,244,2321.063246
-10.0,129,2321.205247
-1.0,68,2321.280803
-6.0,132,2321.426095
-12.0,130,2321.569551
-9.0,116,2321.697351
-4.0,84,2321.790147
-4.0,97,2321.897281
-14.0,162,2322.075136
-66.0,557,2322.684137
-16.0,168,2322.86965
-14.0,134,2323.017478
-57.0,435,2329.636878
-3.0,102,2329.749947
-10.0,165,2329.932006
-3.0,115,2330.05915
-9.0,146,2330.220216
-26.0,336,2330.589791
-13.0,182,2330.790147
-38.0,337,2331.160928
-12.0,145,2331.320939
-4.0,82,2331.411925
-10.0,113,2337.026759
-29.0,202,2337.248996
-18.0,182,2337.449356
-40.0,439,2337.930484
-29.0,179,2338.127538
-34.0,245,2338.396906
-10.0,115,2338.523852
-9.0,97,2338.631223
-13.0,147,2338.793183
-7.0,102,2338.906013
-32.0,181,2339.105347
-90.0,516,2345.393549
1.0,51,2345.452672
-35.0,228,2345.709972
-24.0,150,2345.880951
-5.0,86,2345.981141
-17.0,86,2346.080115
-26.0,166,2346.26298
-16.0,84,2346.356186
-6.0,66,2346.429576
-2.0,64,2346.500734
-28.0,115,2346.628034
-9.0,82,2346.718951
-45.0,211,2346.951152
-8.0,66,2347.024733
-92.0,513,2354.560762
-10.0,84,2354.654168
-20.0,99,2354.763505
-59.0,518,2355.329696
-14.0,100,2355.440689
-56.0,325,2355.796459
-5.0,66,2355.869825
-28.0,213,2356.103101
-26.0,129,2356.245279
-38.0,245,2361.565628
-11.0,66,2361.639153
-58.0,520,2362.209959
1.0,52,2362.268575
-10.0,97,2362.3759
-21.0,128,2362.516915
-20.0,98,2362.625304
-4.0,66,2362.698667
0.0,54,2362.75884
-13.0,99,2362.868305
-24.0,196,2363.083998
-58.0,517,2363.650617
-45.0,522,2370.048905
-37.0,519,2370.620035
-2.0,66,2370.694227
-4.0,80,2370.78317
-47.0,516,2371.350201
-63.0,532,2375.681686
-7.0,86,2375.777509
-10.0,134,2375.925393
-5.0,97,2376.032907
-13.0,181,2376.23226
-2.0,65,2376.304672
-10.0,161,2376.482267
-22.0,295,2376.806389
-27.0,230,2377.05923
-7.0,100,2377.169944
-10.0,130,2377.313223
-23.0,213,2377.547584
-14.0,148,2377.710757
-68.0,483,2384.735013
-7.0,86,2384.830276
-2.0,83,2384.922356
-11.0,112,2385.046016
-1.0,85,2385.140256
-67.0,518,2385.708498
-16.0,181,2385.908581
-31.0,289,2386.226343
1.0,51,2386.283342
-10.0,99,2386.392861
-43.0,516,2392.346756
-37.0,515,2392.911709
-33.0,515,2393.476208
-35.0,512,2394.037318
-95.0,540,2397.80441
-25.0,180,2398.002949
-104.0,520,2398.573527
-15.0,194,2398.7879
-24.0,197,2399.00482
-79.0,526,2399.5821
-66.0,562,2404.304499
-7.0,100,2404.415748
-72.0,524,2404.990985
-60.0,548,2405.594462
-88.0,451,2409.607425
-19.0,166,2409.790229
-15.0,150,2409.955078
-43.0,340,2410.501695
-40.0,277,2410.806082
-37.0,288,2411.123976
-87.0,518,2411.691307
-27.0,230,2411.943491
-89.0,512,2417.262431
-43.0,374,2417.673302
-75.0,516,2418.238297
-84.0,516,2418.804656
-8.0,136,2418.955528
-55.0,517,2423.130914
-54.0,514,2423.694344
-71.0,514,2424.257301
-19.0,212,2424.490747
-38.0,291,2424.809921
-18.0,181,2428.609617
-47.0,513,2429.171795
-13.0,148,2429.334875
-50.0,518,2429.903129
-44.0,425,2430.370416
-24.0,350,2434.337066
-50.0,514,2434.900872
-50.0,517,2435.469089
-40.0,518,2436.036755
-47.0,518,2439.931689
-43.0,517,2440.497378
-42.0,452,2440.99472
-45.0,517,2441.56149
-12.0,180,2441.760242
-38.0,516,2445.949012
-2.0,69,2446.026326
-36.0,511,2446.586899
-38.0,520,2447.158631
-37.0,517,2447.725826
-36.0,370,2451.82598
-56.0,516,2452.391742
-54.0,515,2452.957482
-65.0,516,2453.524035
-50.0,512,2457.548886
-35.0,514,2458.112716
-36.0,518,2458.681193
-37.0,517,2459.249646
-4.0,116,2459.378424
-21.0,276,2463.343886
-23.0,208,2463.572897
-55.0,517,2464.388785
-24.0,193,2464.6011
-4.0,131,2464.745071
-11.0,114,2464.870682
-25.0,230,2465.122838
-21.0,146,2465.283202
-28.0,226,2465.68822
-31.0,464,2471.559291
-33.0,387,2471.98431
-32.0,274,2472.285811
-11.0,183,2472.487743
-40.0,513,2473.050584
-5.0,82,2473.142561
0.0,70,2473.220428
-10.0,130,2473.364319
-4.0,99,2473.474016
-32.0,484,2478.971364
-39.0,514,2479.533816
-34.0,516,2480.09929
-43.0,569,2480.722787
-30.0,515,2484.563017
-32.0,514,2485.126513
-31.0,515,2485.691874
-36.0,529,2486.272677
-33.0,314,2489.860573
-65.0,551,2490.465381
-28.0,232,2490.721383
-9.0,153,2490.890321
-3.0,64,2490.961576
-6.0,86,2491.056842
0.0,67,2491.13137
0.0,68,2491.207039
1.0,49,2491.261879
-25.0,179,2491.458713
-9.0,141,2491.61433
-1.0,71,2491.693404
-13.0,218,2497.92548
1.0,50,2497.981497
-12.0,231,2498.235911
-22.0,226,2498.484542
0.0,68,2498.560339
-44.0,355,2498.950461
-13.0,211,2499.183026
-50.0,492,2499.723927
-12.0,170,2499.911551
1.0,54,2499.971887
-10.0,165,2505.350789
1.0,52,2505.409005
-5.0,164,2505.589807
-28.0,330,2505.952547
-20.0,210,2506.184067
-21.0,289,2506.50211
-17.0,229,2506.75434
-43.0,401,2507.195579
-38.0,374,2512.192899
-6.0,67,2512.267513
-33.0,542,2512.860765
-40.0,519,2513.430378
-27.0,272,2513.729539
-6.0,65,2513.802066
-20.0,359,2514.195641
-35.0,525,2519.119819
